"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TPI1",8.19334550073497,8.30553822365991,153.716365517047,0,0,796.249969969617
"UBE2K",6.65564122623496,6.55280686176447,153.396293099531,0,0,796.136198669212
"UBA5",5.33236399665392,5.27334830111524,153.147299663431,0,0,795.714628021598
"PAICS",7.05538533569061,7.1600450556534,153.224930939503,0,0,795.581863533031
"IWS1",5.33627020055582,5.3230931404878,153.026272337249,0,0,795.412732163377
"PRPF6",6.78298175571925,6.72486240286849,152.990217804722,0,0,795.087678270431
"RAB14",6.60937442487441,6.67537985761447,152.924124183487,0,0,794.972745749808
"SUMO1",6.96020540205575,6.97707546934139,152.819804770028,0,0,794.605615880993
"GTF2F1",5.71403865043364,5.74420399519012,152.691083747483,0,0,794.558575796325
"ARMC8",4.42880650815641,4.47743338190776,152.68756596015,0,0,794.379084976817
"SCFD1",5.37324673995961,5.27636023134159,152.553413377989,0,0,794.230747999492
"MAP3K2",5.63424636894556,5.69744776633625,152.526418728412,0,0,794.153368633149
"ATXN10",6.64626750085008,6.64836273236337,152.533063017808,0,0,793.98619335131
"DDX54",5.66174391350079,5.67589784797489,152.337340949576,0,0,793.677351270347
"RPL7L1",6.62042214273804,6.62098847825316,152.405558395122,0,0,793.67421066548
"SLC35C2",5.61564750997989,5.66664076708431,152.333105843147,0,0,793.670603244336
"WDR82",6.00510505000898,6.03550700403904,152.323012498554,0,0,793.599204687891
"RPL11",9.06892673364159,9.07487740205755,152.870996639127,0,0,793.584729368613
"TBK1",4.5996445450249,4.58864695431842,152.30604908355,0,0,793.489210345263
"ZFP91",5.56384867967851,5.57634678874943,152.142233829954,0,0,793.195759105951
"GUK1",8.0436636448886,7.7960667642413,152.418489670079,0,0,793.112695023684
"NR1H2",6.12206728202788,6.12038464121552,152.053063481223,0,0,792.901470623308
"LONP1",7.32684527691704,7.27136179464849,152.187393256221,0,0,792.886221461342
"ATF2",5.45322404907752,5.40652401459305,151.989525134874,0,0,792.815394715106
"PPP2R1A",7.35955965386647,7.25570849460936,152.123127916817,0,0,792.711085797053
"DDX18",5.64788007992462,5.67907965579513,151.840214485304,0,0,792.430307373291
"CAND1",5.99737390807177,6.01926586758055,151.847657131491,0,0,792.407262599385
"RAC1",7.86183990123844,7.80205003361501,151.795311903484,0,0,791.651438902585
"SNX4",5.64712595657968,5.70900268402105,151.526456345654,0,0,791.640491023409
"ADD1",7.26779715268569,7.23121253364433,151.635406478755,0,0,791.52652668238
"HNRNPD",6.93112260237234,6.91918194000967,151.571662610548,0,0,791.489481462754
"GSK3B",5.37353818122409,5.38628411035987,151.455443941194,0,0,791.472181969038
"HNRNPR",6.2815023143499,6.24189599538181,151.459290873806,0,0,791.377312535557
"ARPC2",6.96932630052454,6.96768751876329,151.523317081997,0,0,791.35524726442
"ARPP19",6.5368324601501,6.53727217067344,151.41670273917,0,0,791.212249480177
"OTUB1",5.66533592032235,5.74197693228925,151.32510466581,0,0,791.13121768552
"LMF2",6.84792982916792,6.85962908605269,151.400790493939,0,0,791.086389841315
"SLC4A1AP",4.54623116354452,4.55790110040983,151.339986755872,0,0,791.042223453733
"ERLEC1",5.98920335443037,5.89882582735668,151.138757939745,0,0,790.622149439522
"PSMC6",6.10404297946671,5.99818129624268,151.143392798056,0,0,790.614228238871
"MRPL3",5.57896619926967,5.60391612726759,151.046535799731,0,0,790.434612416278
"TMCO1",7.72228915272395,7.4428031790747,150.808072016362,0,0,789.239922083422
"DYNLL2",6.69791561521636,6.81987822455369,150.555618693982,0,0,788.995212991204
"EDF1",8.14440823352141,8.12780726981465,150.726780649989,0,0,788.816836252029
"YWHAG",7.41290874186182,7.33379893814634,150.574807779002,0,0,788.792910316093
"PSMD2",7.3586441388334,7.28658513985646,150.211585152026,0,0,787.89623927492
"CD164",7.90269843256743,7.972265738841,150.261862618564,0,0,787.770656240326
"MTCH1",6.88509570611135,6.85872868701467,149.919599532835,0,0,787.326843011086
"TOP1",5.79061284047586,5.80887132250789,149.76462946631,0,0,787.161909872907
"HUWE1",7.20206618958967,7.15708015081671,149.718777444853,0,0,786.706882420718
"PLD3",7.27716298405925,7.40726440317172,149.69144192016,0,0,786.608708893544
"HNRNPH2",6.20126657108582,6.14804645324908,149.557375981066,0,0,786.571151122001
"RNH1",7.19138770724686,7.24356857074243,149.645712897193,0,0,786.524834425944
"STAMBP",5.02174461624305,5.00305973525455,149.377924692953,0,0,786.175007821827
"BET1L",5.17230503144586,5.16165001367303,149.317808084158,0,0,786.036639094445
"MRPS16",6.2661523917854,6.17541698442863,149.321976322679,0,0,785.957332282671
"TMEM167A",6.40953487870421,6.33108649990123,149.327441097159,0,0,785.941892071771
"SHISA5",7.37173693088455,7.3429441077035,149.432135835434,0,0,785.909810855418
"ANAPC16",6.45189546364903,6.49678880038877,149.236042722063,0,0,785.698860618215
"CFLAR",6.17467994828748,6.22558968576061,149.074300540552,0,0,785.341317122601
"SRP9",7.77365399702374,7.50369754034054,149.151957576145,0,0,785.01519266519
"COX7A2L",6.52576620754011,6.58535832698601,148.820646213579,0,0,784.61842430613
"MRPL19",5.70432753957907,5.71429777284757,148.731091542989,0,0,784.526472680218
"MDH2",8.18306876886369,8.12054422255425,149.018720137737,0,0,784.467359515572
"NSFL1C",6.23851483795801,6.23801817656727,148.718415379764,0,0,784.417407642906
"MAPKAP1",5.72150059117085,5.72243311362097,148.671091972716,0,0,784.371013956068
"TPT1",10.3490387792579,10.3231320378362,149.420486631589,0,0,783.945138157098
"CCDC47",6.81621800439218,6.77944311537328,148.569908417746,0,0,783.899991016496
"TBC1D15",5.24907417299172,5.3217578263238,148.443740837242,0,0,783.799370499431
"WBP2",7.1568421556262,7.19198279022907,148.563043925046,0,0,783.771627999786
"GPBP1",6.32202913441013,6.2273676417799,148.445975562186,0,0,783.701162170469
"MYL12B",8.44177651768278,8.41576599212122,148.717487767162,0,0,783.554525939866
"HNRNPA3",7.75085468201001,7.62877410860184,148.462573768376,0,0,783.263912504971
"PWP1",5.42273238066968,5.38024883017203,148.223383561726,0,0,783.235164478878
"PSMA7",7.17124178992357,7.25238770796003,148.297257783947,0,0,783.084462964856
"GFM1",5.85144271236695,5.84554010657329,148.176266620295,0,0,783.084220330017
"FASTK",6.7368223922558,6.65150537026944,148.170072835971,0,0,782.894421369695
"CAPRIN1",6.95348730377196,6.91275847987893,148.104629346183,0,0,782.663014957184
"ACAD9",5.02419554256307,5.0657216049806,148.004348080252,0,0,782.648999739815
"CSNK1D",6.37933846356201,6.37535369782572,148.016912604632,0,0,782.585447934096
"NUFIP2",6.3607954267959,6.31831894136204,147.914997252688,0,0,782.326481907741
"UBE3A",5.43951418489602,5.50796080395711,147.782588189577,0,0,782.097936346061
"LSM14A",6.44612741218799,6.43855751804929,147.737970867452,0,0,781.851847939962
"EIF2B1",5.51071945078278,5.47536680428926,147.593341756172,0,0,781.607683238419
"EIF2A",6.44799802774578,6.37125047781141,147.592358828892,0,0,781.475230054997
"SEC61A1",8.58554637712673,8.45788897114489,147.923698175086,0,0,781.440939275558
"UBE3B",5.37315881489628,5.31833747287468,147.51883334613,0,0,781.41681883381
"YIPF4",5.98023862412853,6.01195921599217,147.530743667208,0,0,781.401284282242
"NUP98",6.0203991746245,6.08645906668934,147.52049531984,0,0,781.368759592595
"SSR3",7.37604443096235,7.22556541530394,147.620933063803,0,0,781.265467987479
"OSBP",6.58754510639005,6.57721943395363,147.49359410727,0,0,781.188113050596
"RPL10",9.57418371219217,9.53528824421798,148.011144032896,0,0,780.996065620935
"XBP1",9.12644522485223,9.08104648714607,147.836931204051,0,0,780.870607020755
"CNOT2",5.30934718116025,5.31745755330647,147.174064495295,0,0,780.522999314147
"COPB1",6.74969340333644,6.69704837468574,147.218624919874,0,0,780.435304279175
"UHMK1",7.34660983822891,7.19224433614589,147.287123247517,0,0,780.415320906701
"CPSF2",5.18516211255198,5.16877875877267,147.098952567162,0,0,780.321948891645
"DCAF6",6.95002982969491,6.93829572520557,147.141694039255,0,0,780.17822772234
"SNX3",7.0037380750652,6.96650995479366,147.123569443757,0,0,780.114664948114
"RSRC2",5.37032621222085,5.3283802113288,146.981582867326,0,0,780.024057512507
"SCARB2",7.99307319473484,8.00674539470307,147.20777307486,0,0,779.920584747697
"SEC63",6.67863357251731,6.67903348807433,146.883232973241,0,0,779.584572200361
"DDX46",5.57658349273982,5.49528225422612,146.809165692712,0,0,779.571344168309
"IPO8",5.2683417634253,5.34089935696689,146.733900477572,0,0,779.377794914959
"SEPHS2",9.20861872435892,9.04662187901953,147.235878844615,0,0,779.273160279989
"RSL1D1",6.87996242525982,6.86933546013122,146.703663253599,0,0,779.06358984625
"UBXN6",6.87508670579005,7.02103295917185,146.667860415901,0,0,778.971852720067
"ZNF148",5.15865276695862,5.11495040193379,146.576217112867,0,0,778.961668696219
"PRDX3",8.00726708002365,7.93787194381334,146.77515938986,0,0,778.794928833
"EIF4B",7.78673202259978,7.85499609223977,146.633218593366,0,0,778.532120261389
"CD63",9.01812699901495,8.92933115068896,146.888715402305,0,0,778.508209502683
"KBTBD2",5.09886804848313,5.04084603418508,146.379997991833,0,0,778.446000708208
"TOLLIP",6.96359458547099,6.95188742632585,146.407804851327,0,0,778.268695353294
"RHOT2",6.02957358521447,6.03922693064951,146.301675676278,0,0,778.201532866884
"ARIH1",5.49239532381637,5.51739490990845,146.275912933191,0,0,778.185464670598
"NUCKS1",8.89868942730949,8.66774785560903,146.683701596933,0,0,778.055541834632
"SACM1L",4.91289320838588,4.93195487817927,146.201839235478,0,0,777.957512080006
"ACIN1",6.269993868953,6.24057201022899,146.208935107306,0,0,777.918893349395
"APEX1",6.56782069783467,6.59186399117611,146.218465337196,0,0,777.88163089061
"COPS7A",5.72700035109847,5.73672977084815,146.144564039884,0,0,777.828209310569
"DHCR24",10.4104501791246,10.3342536908203,147.021257613894,0,0,777.801483385811
"DDX41",5.89262512932723,5.80809906903923,146.115845928603,0,0,777.734989563001
"SMU1",5.55461159687367,5.61243970042705,146.103120848687,0,0,777.732543852204
"KEAP1",6.24669858601114,6.25188067238699,146.091702965547,0,0,777.61733301422
"EIF3J",5.92697995337698,5.94675217698189,146.072251299612,0,0,777.616910602711
"SLAIN2",5.38878425912044,5.4090747771532,145.961127520743,0,0,777.364570360643
"EEF2",10.6161979269204,10.6929782035016,146.868994630086,0,0,777.234370281622
"STK25",6.30238773253011,6.29904163984448,145.846177299893,0,0,776.965088513322
"EIF3F",6.58811464803902,6.70502186018585,145.831092515284,0,0,776.865611259297
"RNF41",4.53935539097256,4.58253254561262,145.814073694398,0,0,776.852086365289
"EIF3B",7.32162530666519,7.28789786351859,145.869575214661,0,0,776.743120447759
"MRFAP1L1",5.89488762721419,5.85718981594624,145.735554341832,0,0,776.740247325576
"RPL3",10.7168108562256,10.7419870531308,146.662004292612,0,0,776.614921646009
"TMEM33",6.72259382962683,6.60067711401091,145.676051120957,0,0,776.427267125323
"MTA2",5.35859310154264,5.41541927459404,145.478595033843,0,0,776.100942006065
"UBE2G2",5.9039610906145,6.00650763371519,145.468471129226,0,0,776.039220717436
"RIC8A",6.05484479335037,6.05041892259784,145.405603633372,0,0,775.853538635208
"CUL1",6.32866171817305,6.29187819472213,145.407891265624,0,0,775.812282358748
"VPS26A",5.64740363738297,5.57378056630228,145.35227795474,0,0,775.759705216555
"SART3",4.9983924969414,4.97237507157122,145.350307062201,0,0,775.73974866214
"RAP1A",5.95654925179449,5.97486563969293,145.29817822799,0,0,775.585875720473
"HSP90B1",10.3619977306085,10.1466911703679,146.050073757313,0,0,775.34901204045
"DHX15",6.06798614302397,6.05926534877462,145.175780362411,0,0,775.248016416411
"DDX56",5.83691984172005,5.87615139561639,145.154611823362,0,0,775.223081959603
"PPP2R5C",6.27372877317954,6.28803717003865,145.095297882427,0,0,775.001834103822
"REEP5",7.38539275262949,7.38549165758752,145.08329533473,0,0,774.661135359853
"NAT10",5.25628381719437,5.20317604255721,144.91061211628,0,0,774.604923384312
"MAGT1",7.1757928877541,7.05181358674739,144.969528369675,0,0,774.439401207586
"AAAS",4.83893348222993,4.88103099698354,144.859842282158,0,0,774.425273353818
"SNX1",6.47586331151457,6.5002758557272,144.833311416057,0,0,774.272933100419
"MRPS35",6.22316822046691,6.22943200711977,144.802990887581,0,0,774.242022853783
"TPRA1",5.533734549148,5.54662129246469,144.714584451172,0,0,774.088946936923
"SAFB2",5.38243025028839,5.36873050410451,144.705916222433,0,0,774.068343147847
"GRIPAP1",5.33246426749345,5.32987322775365,144.691854509433,0,0,774.031303142076
"TBRG4",5.67960435700881,5.747513980668,144.620861221111,0,0,773.832169235968
"NBR1",7.36379437400179,7.40473780980954,144.75714912553,0,0,773.812531914853
"CALM2",8.2398958176481,8.21891632755343,144.81566099119,0,0,773.572750936317
"U2AF2",6.52475872113019,6.50246885673912,144.546408338252,0,0,773.506309171655
"YTHDF2",5.41822093996006,5.49050363388985,144.488057153089,0,0,773.492948562186
"MTMR14",5.15509233237406,5.17865972585148,144.449770246893,0,0,773.384259895784
"HMG20B",5.63258723847325,5.7241386189784,144.388012660765,0,0,773.220753123087
"PAIP1",5.53263989221823,5.50834617271306,144.353572808827,0,0,773.135800887395
"UBE2L3",5.91660017102377,5.92907973736985,144.337595580107,0,0,773.06002140206
"CNP",6.38787856680129,6.42969363685097,144.322546863103,0,0,772.9438033656
"GAK",6.47699420354783,6.47090291607878,144.26722793929,0,0,772.779552896609
"DAD1",7.11864528695479,7.0195853148792,144.325178421249,0,0,772.762097290581
"NEK9",5.99448085533546,5.98225738686384,144.226831392224,0,0,772.757291786291
"TSN",6.19674667094204,6.13279883124382,144.166895707193,0,0,772.567490562788
"EIF3M",6.24970611751868,6.2346904540034,144.151075117034,0,0,772.51621924803
"TMEM106B",6.13524709995856,6.12909818013663,144.13808747317,0,0,772.501057607328
"SECISBP2",5.43134124803286,5.45648237854307,144.107830797727,0,0,772.487242250647
"USP5",5.99859504240904,6.03100717395032,144.052070642824,0,0,772.294193442996
"TM9SF2",7.87831252650855,7.81418438578877,144.236069474459,0,0,772.224072119857
"MBNL1",6.04786021333474,6.09545438558174,143.98970166305,0,0,772.121739074978
"RAB6A",6.30001004871014,6.30084259865861,143.961186121888,0,0,772.004446777497
"TOP2B",6.19075051601863,6.21177968346166,143.87839853996,0,0,771.804501741285
"PPM1G",6.23410407464532,6.2751757738362,143.839950404932,0,0,771.695049936057
"RNPEPL1",6.81532399166416,6.70081004524574,143.873499512135,0,0,771.658020029284
"HM13",7.7702425096018,7.61356906450683,143.985353059133,0,0,771.611260628036
"PSEN1",5.73061586442743,5.73348895186271,143.7597380696,0,0,771.549563109024
"DUSP3",7.2354147745361,7.21011864686319,143.858139491659,0,0,771.488268290221
"C3",13.3225485102269,13.3101189605107,145.781425311763,0,0,771.444803406521
"PGRMC2",6.77015153623454,6.82275216484397,143.723859404475,0,0,771.273112139645
"SETD3",5.69031116885596,5.77454895529625,143.611230219742,0,0,771.158228455024
"TIAL1",5.96399974006705,5.93250206385228,143.579862938998,0,0,771.046289814913
"YIPF5",5.18510141782586,5.17020116025724,143.55211093337,0,0,771.007191583557
"SET",7.37956285224067,7.43392069268726,143.678946263481,0,0,770.961180350272
"AP1M1",6.48037256914506,6.47591464868834,143.498121566229,0,0,770.740893578437
"PSME1",7.78467777838572,7.66080290121137,143.651515639393,0,0,770.722078748223
"ZMPSTE24",6.3157598715913,6.18960131002421,143.45026813446,0,0,770.645778305555
"SON",6.82465655080093,6.86539083013892,143.46631280808,0,0,770.575769226558
"GIGYF2",5.05840764387624,5.04605611185116,143.369044061713,0,0,770.510317519979
"WDR48",4.82155531526953,4.84498656445163,143.323024296842,0,0,770.353145472334
"CAST",6.86028742486765,6.82033729763195,143.264212809257,0,0,770.029355236724
"TMX2",6.17651117661725,6.21350631884915,143.193415211064,0,0,769.986721333945
"RC3H1",4.93088648963886,4.9233231847221,143.06127603282,0,0,769.674937123388
"MAPK14",6.22789930227037,6.179406972605,143.06411493585,0,0,769.633670826574
"PEBP1",10.55827271744,10.5181801278911,143.906654626961,0,0,769.62182763854
"NXF1",5.61441491150492,5.62290389322141,142.971024249968,0,0,769.459032270319
"FARSA",5.53968326428601,5.56316610235383,142.951580664045,0,0,769.411535111574
"PSMD13",6.64288884635704,6.62731245194251,142.978348078293,0,0,769.322529638429
"RBM39",7.14389552417998,7.08181607788125,142.96803498929,0,0,769.156083111384
"NMD3",5.96607247702365,6.02841560334752,142.866395721819,0,0,769.145848423868
"MAP4",7.38863909067826,7.38124488948742,142.822689723613,0,0,768.683426485914
"SEC13",6.74586325596975,6.75738900337726,142.747014677845,0,0,768.680383143345
"RNF167",6.24902063547974,6.34257729830588,142.698382871861,0,0,768.653886947099
"PTP4A2",6.93863930778268,6.94612338593009,142.755481372251,0,0,768.652209150355
"NSUN2",5.78107522275612,5.78141982933449,142.668090736395,0,0,768.637036375165
"LSG1",4.92584655048776,4.96421411294982,142.66498154034,0,0,768.616161286683
"SSRP1",6.2192614641789,6.22839664015708,142.572921762919,0,0,768.32364745388
"RAB11A",6.59877730531635,6.60475027450528,142.550720924789,0,0,768.190813497484
"ABCF1",6.66803061332058,6.58743496004743,142.515977282434,0,0,768.082109632631
"ARF4",7.42937574647524,7.34337123745107,142.544230651575,0,0,767.9258613476
"GPS1",7.16481618430383,7.18691300281911,142.477378470995,0,0,767.840061204456
"NRBP1",6.65668691174171,6.65671588159426,142.418965642825,0,0,767.825251660381
"EFTUD2",6.12306921206974,6.12128599813767,142.379784566857,0,0,767.821858867425
"CSK",5.9721388995891,6.03319582665783,142.356603022912,0,0,767.781613209196
